scope	path	kind	said_sha256	said_bkp_sha256	said_old_sha256	relation	canonical_role	behavioral_relevance
top-level	KCM.100330/comD33.dat	dataset	11787f99ca807134ec2928a68569994f6b2e25f05962e63d4605f472aa175d9b	11787f99ca807134ec2928a68569994f6b2e25f05962e63d4605f472aa175d9b	11787f99ca807134ec2928a68569994f6b2e25f05962e63d4605f472aa175d9b	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/comD35.dat	dataset	12b46398b5df4356a197904ddb0b9848ddf5404b5d728139932685c6990815ad	12b46398b5df4356a197904ddb0b9848ddf5404b5d728139932685c6990815ad	12b46398b5df4356a197904ddb0b9848ddf5404b5d728139932685c6990815ad	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/comF15.dat	dataset	d41768a4406d15e70bee8a7fdd58c72ae79fed57e75f26c38a91e501605cfe12	d41768a4406d15e70bee8a7fdd58c72ae79fed57e75f26c38a91e501605cfe12	d41768a4406d15e70bee8a7fdd58c72ae79fed57e75f26c38a91e501605cfe12	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/comF17.dat	dataset	c0316d791ee364d949e9b8239052f0a3962c7f2bf4bb8b0cb1e79780e9b0ee4b	c0316d791ee364d949e9b8239052f0a3962c7f2bf4bb8b0cb1e79780e9b0ee4b	c0316d791ee364d949e9b8239052f0a3962c7f2bf4bb8b0cb1e79780e9b0ee4b	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/comF35.dat	dataset	99d25d48b40391074ce1a7e25b963f1ea982a5fdb4ef10b775286f2ef65bd71c	99d25d48b40391074ce1a7e25b963f1ea982a5fdb4ef10b775286f2ef65bd71c	99d25d48b40391074ce1a7e25b963f1ea982a5fdb4ef10b775286f2ef65bd71c	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/comF37.dat	dataset	1d9b90d80a9cb15156a5b400216d9e07bece39433a3e422bea3b13f110c85a36	1d9b90d80a9cb15156a5b400216d9e07bece39433a3e422bea3b13f110c85a36	1d9b90d80a9cb15156a5b400216d9e07bece39433a3e422bea3b13f110c85a36	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/comG17.dat	dataset	ac64c8920e549d8901ee70dc56592b6b5dda26d5bd23652a65801a0661e38803	ac64c8920e549d8901ee70dc56592b6b5dda26d5bd23652a65801a0661e38803	ac64c8920e549d8901ee70dc56592b6b5dda26d5bd23652a65801a0661e38803	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/comG19.dat	dataset	8e5ea9784fed12bbaca10dd474e8fbe74f50b08b18b95e1815394f58eeda4592	8e5ea9784fed12bbaca10dd474e8fbe74f50b08b18b95e1815394f58eeda4592	8e5ea9784fed12bbaca10dd474e8fbe74f50b08b18b95e1815394f58eeda4592	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/comG37.dat	dataset	99ac0b6b6ba5230f1e6ef5b54a8e7b694d1abb3031bf45f13d7d84afd651ba9c	99ac0b6b6ba5230f1e6ef5b54a8e7b694d1abb3031bf45f13d7d84afd651ba9c	99ac0b6b6ba5230f1e6ef5b54a8e7b694d1abb3031bf45f13d7d84afd651ba9c	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/comG39.dat	dataset	dc4ab9a8f35058bb879ca7b9977d2c89175406f4b611d26e6fd659377bf0bec2	dc4ab9a8f35058bb879ca7b9977d2c89175406f4b611d26e6fd659377bf0bec2	dc4ab9a8f35058bb879ca7b9977d2c89175406f4b611d26e6fd659377bf0bec2	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/comP11.dat	dataset	6593928e361163bcf5bf83d021fcf0dbcb576631e953399053acbd0266216f3d	6593928e361163bcf5bf83d021fcf0dbcb576631e953399053acbd0266216f3d	6593928e361163bcf5bf83d021fcf0dbcb576631e953399053acbd0266216f3d	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/comP13.dat	dataset	227cb84846b57f3d9ca055b0c5eb7c55b9688731cd1548cffef77a14e0ffa7cb	227cb84846b57f3d9ca055b0c5eb7c55b9688731cd1548cffef77a14e0ffa7cb	227cb84846b57f3d9ca055b0c5eb7c55b9688731cd1548cffef77a14e0ffa7cb	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/comP31.dat	dataset	6dd2bb659caf7fe740d06724fca2ccfa511566ac06f67f8a541bbe5818eb1d6b	6dd2bb659caf7fe740d06724fca2ccfa511566ac06f67f8a541bbe5818eb1d6b	6dd2bb659caf7fe740d06724fca2ccfa511566ac06f67f8a541bbe5818eb1d6b	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/comP33.dat	dataset	9eafd797cf67ca406e9755efdb26f40a43ff930c8d4892664b261987f1c29b74	9eafd797cf67ca406e9755efdb26f40a43ff930c8d4892664b261987f1c29b74	9eafd797cf67ca406e9755efdb26f40a43ff930c8d4892664b261987f1c29b74	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/comS11.dat	dataset	e87b945ea5f2cc9408a3e5eeba44d5443681a7808216cd2d4d22db582fef6dba	e87b945ea5f2cc9408a3e5eeba44d5443681a7808216cd2d4d22db582fef6dba	e87b945ea5f2cc9408a3e5eeba44d5443681a7808216cd2d4d22db582fef6dba	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/comS31.dat	dataset	4b48d1bc0f6de889f7228cd60e1deed517298f44fcb284433061bfd63264f5e5	4b48d1bc0f6de889f7228cd60e1deed517298f44fcb284433061bfd63264f5e5	4b48d1bc0f6de889f7228cd60e1deed517298f44fcb284433061bfd63264f5e5	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/kcmD13.dat	dataset	11d55a7f247337c4a7b145f458e4c97fc6be2a2e54817505e31218199c7628fc	11d55a7f247337c4a7b145f458e4c97fc6be2a2e54817505e31218199c7628fc	11d55a7f247337c4a7b145f458e4c97fc6be2a2e54817505e31218199c7628fc	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/kcmD15.dat	dataset	73ea7535ceb526ff58f4514af67d14af589cd404a29e80470fdcfa664bb9efff	73ea7535ceb526ff58f4514af67d14af589cd404a29e80470fdcfa664bb9efff	73ea7535ceb526ff58f4514af67d14af589cd404a29e80470fdcfa664bb9efff	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/kcmD33.dat	dataset	c0eec2d52ecc257349ddcd97d8961a9fdb5ac85c6a79e073becf04c93a76e105	c0eec2d52ecc257349ddcd97d8961a9fdb5ac85c6a79e073becf04c93a76e105	c0eec2d52ecc257349ddcd97d8961a9fdb5ac85c6a79e073becf04c93a76e105	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/kcmD35.dat	dataset	c8e96428903202fb6dd6cb467d466d617e4cb374758028d6d68e0fb653ee8cef	c8e96428903202fb6dd6cb467d466d617e4cb374758028d6d68e0fb653ee8cef	c8e96428903202fb6dd6cb467d466d617e4cb374758028d6d68e0fb653ee8cef	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/kcmF15.dat	dataset	daf006f64ad3328382e24ba2576912371a19013aebdb4909c9e3058381b44200	daf006f64ad3328382e24ba2576912371a19013aebdb4909c9e3058381b44200	daf006f64ad3328382e24ba2576912371a19013aebdb4909c9e3058381b44200	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/kcmF17.dat	dataset	91d31b2796df105111368de47c3f091d5e413a411b5465d27338e7766bbc4038	91d31b2796df105111368de47c3f091d5e413a411b5465d27338e7766bbc4038	91d31b2796df105111368de47c3f091d5e413a411b5465d27338e7766bbc4038	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/kcmF35.dat	dataset	78a83b7abfdde2dba9e2d920e82dbdaa5a1b85317285773fefcd9ebb88747019	78a83b7abfdde2dba9e2d920e82dbdaa5a1b85317285773fefcd9ebb88747019	78a83b7abfdde2dba9e2d920e82dbdaa5a1b85317285773fefcd9ebb88747019	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/kcmF37.dat	dataset	dceb5e07d697ceb4c12219c9a5f17ce206410dbd1150d1fcd7131d50d53b5f97	dceb5e07d697ceb4c12219c9a5f17ce206410dbd1150d1fcd7131d50d53b5f97	dceb5e07d697ceb4c12219c9a5f17ce206410dbd1150d1fcd7131d50d53b5f97	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/kcmG17.dat	dataset	652e2b8f6b85e779b327629d664a70ab4899f35c37019e81f257c3d7f1cd5cac	652e2b8f6b85e779b327629d664a70ab4899f35c37019e81f257c3d7f1cd5cac	652e2b8f6b85e779b327629d664a70ab4899f35c37019e81f257c3d7f1cd5cac	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/kcmG19.dat	dataset	c26bbb2c9ca8c2802a72d0a8cf4af1c691a8a5533d6a38370fc07a4b47624ad0	c26bbb2c9ca8c2802a72d0a8cf4af1c691a8a5533d6a38370fc07a4b47624ad0	c26bbb2c9ca8c2802a72d0a8cf4af1c691a8a5533d6a38370fc07a4b47624ad0	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/kcmG37.dat	dataset	c40e1eabf442935bb63c9892c0c4922bb72d1c23ef3277edf0a548a4770c26a1	c40e1eabf442935bb63c9892c0c4922bb72d1c23ef3277edf0a548a4770c26a1	c40e1eabf442935bb63c9892c0c4922bb72d1c23ef3277edf0a548a4770c26a1	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/kcmG39.dat	dataset	cc46f40a75c04a47897d751b259484862248deac5a1f890ac592efbc016c22d5	cc46f40a75c04a47897d751b259484862248deac5a1f890ac592efbc016c22d5	cc46f40a75c04a47897d751b259484862248deac5a1f890ac592efbc016c22d5	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/kcmP11.dat	dataset	ca3adb2d7d6e0196f015b832848fbccfcb4291be67d0083fe7be2968008c6945	ca3adb2d7d6e0196f015b832848fbccfcb4291be67d0083fe7be2968008c6945	ca3adb2d7d6e0196f015b832848fbccfcb4291be67d0083fe7be2968008c6945	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/kcmP13.dat	dataset	7cdeeb810c9af57a79e939d7eb40096c78119468022ab98f93998293099cf847	7cdeeb810c9af57a79e939d7eb40096c78119468022ab98f93998293099cf847	7cdeeb810c9af57a79e939d7eb40096c78119468022ab98f93998293099cf847	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/kcmP31.dat	dataset	c8bc7d9dd368c4424689d0a464f6ff00daed2e52470a8509bedc384aa7cfe596	c8bc7d9dd368c4424689d0a464f6ff00daed2e52470a8509bedc384aa7cfe596	c8bc7d9dd368c4424689d0a464f6ff00daed2e52470a8509bedc384aa7cfe596	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/kcmP33.dat	dataset	2ca3471b2bb0f5115c77478fcf276b423d3a762a941f2da6acc2b889f857f9ea	2ca3471b2bb0f5115c77478fcf276b423d3a762a941f2da6acc2b889f857f9ea	2ca3471b2bb0f5115c77478fcf276b423d3a762a941f2da6acc2b889f857f9ea	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/kcmS11.dat	dataset	c2e389c965507ab28f71aa30b81d558d2b359a3988b2f03470d683e89a7261f8	c2e389c965507ab28f71aa30b81d558d2b359a3988b2f03470d683e89a7261f8	c2e389c965507ab28f71aa30b81d558d2b359a3988b2f03470d683e89a7261f8	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/kcmS31.dat	dataset	13b9c422a08af1b62415a80819bf0809e2bea50097e1669fd9149d8f0e8a5fc2	13b9c422a08af1b62415a80819bf0809e2bea50097e1669fd9149d8f0e8a5fc2	13b9c422a08af1b62415a80819bf0809e2bea50097e1669fd9149d8f0e8a5fc2	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/test.dat	dataset	df796d00967f54a9e01c786d6f3f426e5ddf613d3dfe0bcab459091fbedd52b9	df796d00967f54a9e01c786d6f3f426e5ddf613d3dfe0bcab459091fbedd52b9	df796d00967f54a9e01c786d6f3f426e5ddf613d3dfe0bcab459091fbedd52b9	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tm.par	other	a83879fc5dcffb0b4fe2d50071e52129e3c05653b928310f487276cd715d2d68	a83879fc5dcffb0b4fe2d50071e52129e3c05653b928310f487276cd715d2d68	a83879fc5dcffb0b4fe2d50071e52129e3c05653b928310f487276cd715d2d68	identical-all-three	supporting-evidence	none-no-variant-delta
top-level	KCM.100330/tmcfsd.par	other	f7469eda7214768fbed815ff267d6c00d1f088ffed2d7ce26998120589d5f3ff	f7469eda7214768fbed815ff267d6c00d1f088ffed2d7ce26998120589d5f3ff	f7469eda7214768fbed815ff267d6c00d1f088ffed2d7ce26998120589d5f3ff	identical-all-three	supporting-evidence	none-no-variant-delta
top-level	KCM.100330/tmiD13.dat	dataset	c2199a912a8084e959f7cb730e493044a5e77e6ccdc0f946867628d7d3687e67	c2199a912a8084e959f7cb730e493044a5e77e6ccdc0f946867628d7d3687e67	c2199a912a8084e959f7cb730e493044a5e77e6ccdc0f946867628d7d3687e67	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmiD15.dat	dataset	0b9b96458264bf55c833ccc0fd4d443f970a844a941cecc0a5b2ed70e5e50b1c	0b9b96458264bf55c833ccc0fd4d443f970a844a941cecc0a5b2ed70e5e50b1c	0b9b96458264bf55c833ccc0fd4d443f970a844a941cecc0a5b2ed70e5e50b1c	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmiD33.dat	dataset	4edfabd02e149b09be101c7f9f0c0c1af42c2e31e8f84680186267bf4fd181e7	4edfabd02e149b09be101c7f9f0c0c1af42c2e31e8f84680186267bf4fd181e7	4edfabd02e149b09be101c7f9f0c0c1af42c2e31e8f84680186267bf4fd181e7	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmiD35.dat	dataset	bb959c2ddd1513f5624daad9da2714001cdb35381798f39fcfc5850b87336fb8	bb959c2ddd1513f5624daad9da2714001cdb35381798f39fcfc5850b87336fb8	bb959c2ddd1513f5624daad9da2714001cdb35381798f39fcfc5850b87336fb8	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmiF15.dat	dataset	78ffecec3fe28e769cef3fb1544ff1786be9a356c71fd9815afcc98a75a1226c	78ffecec3fe28e769cef3fb1544ff1786be9a356c71fd9815afcc98a75a1226c	78ffecec3fe28e769cef3fb1544ff1786be9a356c71fd9815afcc98a75a1226c	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmiF17.dat	dataset	c665bf9f03ef68e4f5caec5863a78f863fe420079adc6ed4e4ffab2e693eed7a	c665bf9f03ef68e4f5caec5863a78f863fe420079adc6ed4e4ffab2e693eed7a	c665bf9f03ef68e4f5caec5863a78f863fe420079adc6ed4e4ffab2e693eed7a	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmiF35.dat	dataset	8518f5fa61920f45f6b711c3ae865b6439e6e9092bbdfefa0a5d6eb3eda77d72	8518f5fa61920f45f6b711c3ae865b6439e6e9092bbdfefa0a5d6eb3eda77d72	8518f5fa61920f45f6b711c3ae865b6439e6e9092bbdfefa0a5d6eb3eda77d72	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmiF37.dat	dataset	e45df3c4b8c6213a2ad80e2622abc1662e52bef120a3d091626691a12f4fc195	e45df3c4b8c6213a2ad80e2622abc1662e52bef120a3d091626691a12f4fc195	e45df3c4b8c6213a2ad80e2622abc1662e52bef120a3d091626691a12f4fc195	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmiG17.dat	dataset	497b9f26348d1672f828b44e2603a9192b94f03badcc94eececc029f44961337	497b9f26348d1672f828b44e2603a9192b94f03badcc94eececc029f44961337	497b9f26348d1672f828b44e2603a9192b94f03badcc94eececc029f44961337	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmiG19.dat	dataset	85a9193d5995a420b61872c12ab432d47b939139c41f11da04081bbc12658fc3	85a9193d5995a420b61872c12ab432d47b939139c41f11da04081bbc12658fc3	85a9193d5995a420b61872c12ab432d47b939139c41f11da04081bbc12658fc3	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmiG37.dat	dataset	9d095b6aa9789dcccac7df3195529980194a004488af73e7da641c5287d222ba	9d095b6aa9789dcccac7df3195529980194a004488af73e7da641c5287d222ba	9d095b6aa9789dcccac7df3195529980194a004488af73e7da641c5287d222ba	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmiG39.dat	dataset	0a53a6cffadd45379a0cae038fba3c054a1a1c685646d78298d7ea9ef51f9993	0a53a6cffadd45379a0cae038fba3c054a1a1c685646d78298d7ea9ef51f9993	0a53a6cffadd45379a0cae038fba3c054a1a1c685646d78298d7ea9ef51f9993	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmiP11.dat	dataset	9c9e8bde01dbb94dd4690420544ee4e6ee2897637d8694da1c23515358f48ec8	9c9e8bde01dbb94dd4690420544ee4e6ee2897637d8694da1c23515358f48ec8	9c9e8bde01dbb94dd4690420544ee4e6ee2897637d8694da1c23515358f48ec8	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmiP13.dat	dataset	aef588d2be4316eb5e7c02b6716f7cf01aa345d326a1b78e4e5b26af593d9778	aef588d2be4316eb5e7c02b6716f7cf01aa345d326a1b78e4e5b26af593d9778	aef588d2be4316eb5e7c02b6716f7cf01aa345d326a1b78e4e5b26af593d9778	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmiP31.dat	dataset	f0742f9072e54f864ca85899c3577515885a63bd338a41905922801cf95440e8	f0742f9072e54f864ca85899c3577515885a63bd338a41905922801cf95440e8	f0742f9072e54f864ca85899c3577515885a63bd338a41905922801cf95440e8	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmiP33.dat	dataset	802bd5839151e152c7a73a0f4ae389cf87c6900d0d952cc6d1f719af2c40a9e0	802bd5839151e152c7a73a0f4ae389cf87c6900d0d952cc6d1f719af2c40a9e0	802bd5839151e152c7a73a0f4ae389cf87c6900d0d952cc6d1f719af2c40a9e0	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmiS11-1.12-1.61.dat	dataset	209e6a5b1a72f381eee5138fcc3833640fcb81421ef5bac7456bec6c4966188a	209e6a5b1a72f381eee5138fcc3833640fcb81421ef5bac7456bec6c4966188a	209e6a5b1a72f381eee5138fcc3833640fcb81421ef5bac7456bec6c4966188a	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmiS11.dat	dataset	5daf1504288048384eebde2208c30977e92014325747aed79bbbadeff57e1e93	5daf1504288048384eebde2208c30977e92014325747aed79bbbadeff57e1e93	5daf1504288048384eebde2208c30977e92014325747aed79bbbadeff57e1e93	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmiS31.dat	dataset	29c7f895a244e11812e29a764f5182777a976eef2276c1c50acf5043ff0d5b14	29c7f895a244e11812e29a764f5182777a976eef2276c1c50acf5043ff0d5b14	29c7f895a244e11812e29a764f5182777a976eef2276c1c50acf5043ff0d5b14	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmrD13.dat	dataset	f512f56ddadcfc67cdd732bed9bdf5b1fb7da7a5cee8e971ccad706861b5deb8	f512f56ddadcfc67cdd732bed9bdf5b1fb7da7a5cee8e971ccad706861b5deb8	f512f56ddadcfc67cdd732bed9bdf5b1fb7da7a5cee8e971ccad706861b5deb8	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmrD15.dat	dataset	c1650825a589cdf0e3febe8fb62a795a17f4b110ec31510d1d83d92e803cb7ed	c1650825a589cdf0e3febe8fb62a795a17f4b110ec31510d1d83d92e803cb7ed	c1650825a589cdf0e3febe8fb62a795a17f4b110ec31510d1d83d92e803cb7ed	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmrD33.dat	dataset	5a89840d3a2118e39c72506b23ca819958f45b4f8e65b07459a28b075b4aacc3	5a89840d3a2118e39c72506b23ca819958f45b4f8e65b07459a28b075b4aacc3	5a89840d3a2118e39c72506b23ca819958f45b4f8e65b07459a28b075b4aacc3	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmrD35.dat	dataset	8ebdf9d7d6bee3249387392ff7f484565aa385721dbde0d147934da638d5278f	8ebdf9d7d6bee3249387392ff7f484565aa385721dbde0d147934da638d5278f	8ebdf9d7d6bee3249387392ff7f484565aa385721dbde0d147934da638d5278f	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmrF15.dat	dataset	89f29803dbdb2dde99dad8df59086d672bd3255a580cec2200660da0e1a81860	89f29803dbdb2dde99dad8df59086d672bd3255a580cec2200660da0e1a81860	89f29803dbdb2dde99dad8df59086d672bd3255a580cec2200660da0e1a81860	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmrF17.dat	dataset	9fd621f5000d35c26b2ed1b4ad39265eb4281f7a703ec25f7692929cc7738899	9fd621f5000d35c26b2ed1b4ad39265eb4281f7a703ec25f7692929cc7738899	9fd621f5000d35c26b2ed1b4ad39265eb4281f7a703ec25f7692929cc7738899	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmrF35.dat	dataset	7e47aa482a6aed0f8f93e585797db3d434ce374f7a322f4b71b55c32550816b9	7e47aa482a6aed0f8f93e585797db3d434ce374f7a322f4b71b55c32550816b9	7e47aa482a6aed0f8f93e585797db3d434ce374f7a322f4b71b55c32550816b9	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmrF37.dat	dataset	c50a8d9ea5febbfdf67576f6fd537ad9dc521f8c0cddf7c7f33dc6de414a08f0	c50a8d9ea5febbfdf67576f6fd537ad9dc521f8c0cddf7c7f33dc6de414a08f0	c50a8d9ea5febbfdf67576f6fd537ad9dc521f8c0cddf7c7f33dc6de414a08f0	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmrG17.dat	dataset	c9feb07a3b3c7a71c923618a326ca56a79eec6d750f4d999c5b07fa4a9ca1249	c9feb07a3b3c7a71c923618a326ca56a79eec6d750f4d999c5b07fa4a9ca1249	c9feb07a3b3c7a71c923618a326ca56a79eec6d750f4d999c5b07fa4a9ca1249	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmrG19.dat	dataset	ab117d07ae1b8c3e2b555805c006485e176becb897c131533aa52ee292e79372	ab117d07ae1b8c3e2b555805c006485e176becb897c131533aa52ee292e79372	ab117d07ae1b8c3e2b555805c006485e176becb897c131533aa52ee292e79372	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmrG37.dat	dataset	a800e7f5631066f9050bd2778c8936d09f154acf799b8d597a8a94850889b54f	a800e7f5631066f9050bd2778c8936d09f154acf799b8d597a8a94850889b54f	a800e7f5631066f9050bd2778c8936d09f154acf799b8d597a8a94850889b54f	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmrG39.dat	dataset	84334391af875fc8ed503762511e87d2adfdd0b4fd9185a8ad84bb7054621b78	84334391af875fc8ed503762511e87d2adfdd0b4fd9185a8ad84bb7054621b78	84334391af875fc8ed503762511e87d2adfdd0b4fd9185a8ad84bb7054621b78	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmrP11.dat	dataset	daa8e64111c4c42dc8247dd762c92d7635e0103fe9e628d950de03a71cb89b6c	daa8e64111c4c42dc8247dd762c92d7635e0103fe9e628d950de03a71cb89b6c	daa8e64111c4c42dc8247dd762c92d7635e0103fe9e628d950de03a71cb89b6c	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmrP13.dat	dataset	f4dd7bbc5e721d55e3738b0550fb9fc301d479984530b196e4f90641c9725d56	f4dd7bbc5e721d55e3738b0550fb9fc301d479984530b196e4f90641c9725d56	f4dd7bbc5e721d55e3738b0550fb9fc301d479984530b196e4f90641c9725d56	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmrP31.dat	dataset	7c72c4e05c76c7969a3cf251affe40fc1f4c49b41211dccea21140f5e2c6dedc	7c72c4e05c76c7969a3cf251affe40fc1f4c49b41211dccea21140f5e2c6dedc	7c72c4e05c76c7969a3cf251affe40fc1f4c49b41211dccea21140f5e2c6dedc	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmrP33.dat	dataset	7699180362cede0d3eefcc2f5a86226a91a542926bc8bc742e6fa2f44de1882c	7699180362cede0d3eefcc2f5a86226a91a542926bc8bc742e6fa2f44de1882c	7699180362cede0d3eefcc2f5a86226a91a542926bc8bc742e6fa2f44de1882c	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmrS11-1.12-1.61.dat	dataset	3e3ec6f476b0c57d347bba325aecf4fe7f58f52ccee515f526365987087be09c	3e3ec6f476b0c57d347bba325aecf4fe7f58f52ccee515f526365987087be09c	3e3ec6f476b0c57d347bba325aecf4fe7f58f52ccee515f526365987087be09c	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmrS11.dat	dataset	32b9e961a70f90e3197a319afceee5989ef9c9ad22fb03a7bc68c17e13990f59	32b9e961a70f90e3197a319afceee5989ef9c9ad22fb03a7bc68c17e13990f59	32b9e961a70f90e3197a319afceee5989ef9c9ad22fb03a7bc68c17e13990f59	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tmrS31.dat	dataset	3ee6661bc36b39cc70136a770d134c4b1c146e97c15168f6f6fb4705aed0e30c	3ee6661bc36b39cc70136a770d134c4b1c146e97c15168f6f6fb4705aed0e30c	3ee6661bc36b39cc70136a770d134c4b1c146e97c15168f6f6fb4705aed0e30c	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tpDpnS11sd.dat	dataset	9acf3427875ec3e0d6f3c363c5bfba578d5664a655e1f0e7f179c9f37729cc85	9acf3427875ec3e0d6f3c363c5bfba578d5664a655e1f0e7f179c9f37729cc85	9acf3427875ec3e0d6f3c363c5bfba578d5664a655e1f0e7f179c9f37729cc85	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KCM.100330/tpnpnS11sd.dat	dataset	e2302d8535b90bf947c2da852b44ef7127bd8def195d7b6b6a47f0c3358854c6	e2302d8535b90bf947c2da852b44ef7127bd8def195d7b6b6a47f0c3358854c6	e2302d8535b90bf947c2da852b44ef7127bd8def195d7b6b6a47f0c3358854c6	identical-all-three	generated-evidence-not-source	none-no-variant-delta
top-level	KNSOL.USR	other	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	identical-all-three	supporting-evidence	none-no-variant-delta
